"CreatedById","CreatedDate","Description","DeveloperName","FolderName","Format","Id","IsDeleted","LastModifiedById","LastModifiedDate","LastReferencedDate","LastRunDate","LastViewedDate","Name","NamespacePrefix","OwnerId","ReportTypeApiName","SystemModstamp"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","Who is not logging in?","SampleReportLoginWallofShame","Public Reports","Summary","00O0b000004VYLsEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2020-10-13T20:01:51.000Z","","Sample Report: Login Wall of Shame","","00D0b000000GaMpEAK","User","2020-10-13T20:01:51.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","How many contacts do we have in Salesforce?","SampleReportofContacts","Public Reports","Summary","00O0b000004VYLuEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2022-04-12T08:23:11.000Z","","Sample Report: # of Contacts","","00D0b000000GaMpEAK","ContactList@Contact.tz__DST_Setting__c","2022-04-12T08:23:11.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","How many solutions have been added to Salesforce?","SampleReportofSolutions","Public Reports","Summary","00O0b000004VYLvEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2019-07-26T15:39:42.000Z","","Sample Report: # of Solutions","","00D0b000000GaMpEAK","SolutionList","2019-07-26T15:39:42.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","How many cases have been added to Salesforce?","SampleReportofCases","Public Reports","Summary","00O0b000004VYLtEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2022-06-06T14:52:44.000Z","","Sample Report: # of Cases","","00D0b000000GaMpEAK","CaseList@Case.MaritzCX__Survey_Response_Id__c","2022-06-06T14:52:44.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","How many leads have we added to Salesforce?","SampleReportofLeads","Public Reports","Summary","00O0b000004VYLwEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2019-08-19T16:01:48.000Z","","Sample Report: # of Leads","","00D0b000000GaMpEAK","LeadList@Lead.tz__DST_Setting__c","2019-08-19T16:01:48.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","Who are my active users?","SampleReportActiveUsers","Public Reports","Summary","00O0b000004VYLxEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2022-03-29T02:19:56.000Z","","Sample Report: Active Users","","00D0b000000GaMpEAK","User","2022-03-29T02:19:56.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","How many tasks and activies are being added to Salesforce?","SampleReportofTasksandActivities","Public Reports","Matrix","00O0b000004VYLyEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2022-06-15T14:07:58.000Z","","Sample Report: # of Tasks and Activities","","00D0b000000GaMpEAK","Activity","2022-06-15T14:07:58.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","Who is tweaking custom reports?","SampleReportLastModifiedBy","Public Reports","Summary","00O0b000004VYLzEAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2019-06-06T15:20:43.000Z","","Sample Report: Last Modified By","","00D0b000000GaMpEAK","ReportList","2019-06-06T15:20:43.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","How many opportunities are being added to Salesforce?","SampleReportofOpportunities","Public Reports","Summary","00O0b000004VYM0EAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2021-03-16T09:38:12.000Z","","Sample Report: # of Opportunities","","00D0b000000GaMpEAK","Opportunity","2021-03-16T09:38:12.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","Who is creating custom reports?","SampleReportCustomReportsbyUser","Public Reports","Summary","00O0b000004VYM1EAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2021-06-08T18:00:16.000Z","","Sample Report: Custom Reports by User","","00D0b000000GaMpEAK","ReportList","2021-06-08T18:00:16.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","How many open tasks do each of my users have?","SampleReportofOpenTasks","Public Reports","Matrix","00O0b000004VYM2EAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2022-04-14T20:36:43.000Z","","Sample Report: # of Open Tasks","","00D0b000000GaMpEAK","Activity","2022-04-14T20:36:43.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","Who is logging in the most?","SampleReportLoginLeaderboard","Public Reports","Summary","00O0b000004VYM3EAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2020-10-21T05:08:03.000Z","","Sample Report: Login Leaderboard","","00D0b000000GaMpEAK","User","2020-10-21T05:08:03.000Z"
"0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","Which of my users are logging?","SampleReportUsersLoggedIn","Public Reports","Summary","00O0b000004VYM4EAO","false","0050b000004dgkKAAQ","2017-08-15T17:20:40.000Z","","2020-10-01T23:23:14.000Z","","Sample Report: Users Logged In","","00D0b000000GaMpEAK","User","2020-10-01T23:23:14.000Z"
"0052R000009pbzxQAA","2021-08-17T19:14:50.000Z","For checking which agents used the ""Current Status - Escalation"" in their Task creation in the past week.","Current_Status_Escalation_Use2","Public Reports","Summary","00O2R000003JUf5UAG","false","0052R000009pbzxQAA","2021-08-17T19:30:59.000Z","","2022-05-13T03:11:01.000Z","","Current Status Escalation Use","","00D0b000000GaMpEAK","Activity","2022-05-13T03:11:01.000Z"
"0050b000004JzMqAAK","2018-09-28T09:58:13.000Z","","OSP_Invoicing_Report","Public Reports","Summary","00O0b000004kf2uEAA","false","0050b000004MLUkAAO","2019-09-27T20:08:16.000Z","","2022-06-16T12:19:17.000Z","","OSP Invoicing Report","","00D0b000000GaMpEAK","Live_Agent_Session_with_agent_details__c","2022-06-16T12:19:17.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","IDS_Order_Amount_by_Order_Status","Public Reports","Summary","00O0b000004kkfbEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","2020-10-23T11:27:38.000Z","","IDS Order Amount by Order Status","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2020-10-23T11:27:38.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","Order_Amount_by_Status","Public Reports","Summary","00O0b000004kkfcEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","2019-05-08T21:56:01.000Z","","Order Amount by Status","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2019-05-08T21:56:01.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","Order_Status_by_Account_with_Product_Det","Public Reports","Summary","00O0b000004kkfdEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","2020-08-13T09:14:54.000Z","","Order Status by Account with Product Det","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2020-08-13T09:14:54.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","Orders_with_Products_Demo","Public Reports","Summary","00O0b000004kkfeEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","2021-11-08T14:35:14.000Z","","Orders with Products Demo","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2021-11-08T14:35:14.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","Orders_without_Projects_by_Account","Public Reports","Summary","00O0b000004kkffEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","2018-12-18T18:01:11.000Z","","Orders without Projects by Account","","00D0b000000GaMpEAK","Orders_without_Products__c","2018-12-18T18:01:11.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:22.000Z","","PSA_IDS_Global_Demand_Project_Count_QTD","Public Reports","Summary","00O0b000004kkfgEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2021-07-12T11:23:45.000Z","","IDS Global Demand - Project Count QTD","","00D0b000000GaMpEAK","","2021-07-12T11:23:45.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","PSA_IDS_Global_Demand_Project_Revenue_QTD","Public Reports","Summary","00O0b000004kkfhEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2022-06-03T08:28:48.000Z","","IDS Global Demand - Project Revenue QTD","","00D0b000000GaMpEAK","","2022-06-03T08:28:48.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","PSA_IDS_Order_Count_by_Order_Status","Public Reports","Summary","00O0b000004kkfiEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2019-09-26T09:06:03.000Z","","IDS Order Count by Order Status","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2019-09-26T09:06:03.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","PSA_IDS_WIP_Project_Count_QTD","Public Reports","Summary","00O0b000004kkfjEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2021-07-12T11:23:12.000Z","","IDS - WIP Project Count QTD","","00D0b000000GaMpEAK","","2021-07-12T11:23:12.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","PSA_IDS_WIP_Project_Rev_by_OnHold_Reason","Public Reports","Summary","00O0b000004kkflEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2020-09-04T13:07:08.000Z","","IDS - WIP Project Rev by OnHold Reason","","00D0b000000GaMpEAK","","2020-09-04T13:07:08.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","PSA_IDS_WIP_Revenue_QTD","Public Reports","Summary","00O0b000004kkfmEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2021-10-13T11:21:49.000Z","","IDS - WIP Revenue QTD","","00D0b000000GaMpEAK","","2021-10-13T11:21:49.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","PSA_Project_Count_by_Project_Phase","Public Reports","Summary","00O0b000004kkfnEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2021-10-14T08:40:37.000Z","","Project Count by Project Phase","","00D0b000000GaMpEAK","","2021-10-14T08:40:37.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","PSA_QTD_Sum_of_OrderAmount_by_Status_Month","Public Reports","Summary","00O0b000004kkfoEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:23.000Z","","2019-09-03T14:04:31.000Z","","QTD Sum of OrderAmount by Status & Month","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2019-09-03T14:04:31.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","PSA_Reconciliation_Report","Public Reports","Tabular","00O0b000004kkfpEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","2019-01-29T03:27:34.000Z","","Reconciliation Report","","00D0b000000GaMpEAK","psa_projects_with_orders__c","2019-01-29T03:27:34.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","Project_Count_by_Phase_and_Region","Public Reports","Summary","00O0b000004kkfqEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","2019-07-30T19:01:58.000Z","","Project Count by Phase and Region","","00D0b000000GaMpEAK","","2019-07-30T19:01:58.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","Project_Status_Count_by_Status","Public Reports","Summary","00O0b000004kkfrEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","2020-01-20T19:43:45.000Z","","Project Status Count by Status","","00D0b000000GaMpEAK","","2020-01-20T19:43:45.000Z"
"0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","QTD_Completed_Projects_by_Region","Public Reports","Summary","00O0b000004kkfsEAA","false","0050b000004K5i0AAC","2018-11-11T03:50:24.000Z","","2020-10-19T14:21:04.000Z","","QTD Completed Projects by Region","","00D0b000000GaMpEAK","","2020-10-19T14:21:04.000Z"
"0050b000004MLGeAAO","2019-02-01T02:08:03.000Z","","User_Onboarding111","Public Reports","Tabular","00O0b000004kv6JEAQ","false","0050b000004MLGeAAO","2019-02-01T02:08:03.000Z","","2021-02-22T16:18:48.000Z","","User Onboarding Report","","00D0b000000GaMpEAK","User","2021-02-22T16:18:48.000Z"
"0050b000004JzMqAAK","2019-02-12T10:59:47.000Z","","Admin_Reports","Public Reports","Tabular","00O0b000004kwXBEAY","false","0050b000004MLeRAAW","2021-05-07T09:30:11.000Z","","2022-06-09T21:34:16.000Z","","Reports with or w/o Dashboards","","00D0b000000GaMpEAK","Admin_Reports__c","2022-06-09T21:34:16.000Z"
"0050b000004KTsmAAG","2019-06-14T14:00:18.000Z","All orders with Order Processing Code of W (Walked) or V (Walked Credit)","Global_Walked_Orders","Public Reports","Summary","00O0b000005yMHZEA2","false","0050b000004KTsmAAG","2021-05-24T23:25:39.000Z","","2021-08-24T19:48:44.000Z","","Global Walked Orders","","00D0b000000GaMpEAK","OrderList@Account.tz__DST_Setting__c","2021-08-24T19:48:44.000Z"
"0050b000004KTsmAAG","2019-06-12T15:49:27.000Z","All US and CA projects with the Solution_VxRail skills on the PM Activities WO/Task.","NAMER_VxRail_Projects","Public Reports","Tabular","00O0b000005yLzaEAE","false","0050b000004KTsmAAG","2020-07-28T02:21:40.000Z","","2022-05-17T22:00:11.000Z","","NAMER - VxRail Projects","","00D0b000000GaMpEAK","Project_Skills__c","2022-05-17T22:00:11.000Z"
"0050b000004KBqZAAW","2019-06-05T14:15:01.000Z","","LATAM_Order_Status","Public Reports","Summary","00O0b000005yKwGEAU","false","0050b000004KBqZAAW","2019-06-05T14:15:01.000Z","","2021-03-11T20:10:27.000Z","","LATAM Order Status","","00D0b000000GaMpEAK","OrderItemList@Account.tz__DST_Setting__c","2021-03-11T20:10:27.000Z"
"0050b000004KQK2AAO","2019-06-27T08:38:07.000Z","","GC_RDC_Team_Report_with_SA_Status","Public Reports","Tabular","00O0b000005yO8UEAU","false","0050b000004KQK2AAO","2019-06-27T08:44:30.000Z","","2020-07-01T09:26:30.000Z","","GC RDC Team Report with SA Status","","00D0b000000GaMpEAK","Projects_with_PM_Region_SA_and_Assignment__c","2020-07-01T09:26:30.000Z"
"0050b000004KAjDAAW","2019-06-14T22:49:07.000Z","","Projects_Created_Day_nxr","Public Reports","Summary","00O0b000005yML2EAM","false","0050b000004KAjDAAW","2019-06-14T22:49:07.000Z","","2019-08-27T11:27:47.000Z","","Projects Created /Day","","00D0b000000GaMpEAK","","2019-08-27T11:27:47.000Z"
"0050b000004KV55AAG","2019-06-17T10:58:06.000Z","","Copy_of_EMEA_WIP_Report_Marie","Public Reports","Tabular","00O0b000005yMfvEAE","false","0050b000004KV55AAG","2019-06-17T10:58:06.000Z","","2021-08-19T09:26:35.000Z","","Copy of EMEA WIP Report - Marie","","00D0b000000GaMpEAK","","2021-08-19T09:26:35.000Z"
"0050b000004KTsmAAG","2019-06-17T19:25:40.000Z","All US and CA projects with the Data_Protection_Suite skills on the PM Activities WO/Task.","NAMER_Data_Protection_Projects","Public Reports","Tabular","00O0b000005yMj4EAE","false","0050b000004KTsmAAG","2019-06-17T19:26:38.000Z","","2022-05-17T22:00:02.000Z","","NAMER - Data Protection Projects","","00D0b000000GaMpEAK","Project_Skills__c","2022-05-17T22:00:02.000Z"
"0050b000004KSpWAAW","2019-06-19T06:16:18.000Z","Billable+Re","Copy_of_Copy_of_Copy_of_Hanet_GC_Proje","Public Reports","Tabular","00O0b000005yMvZEAU","false","0050b000004KSpWAAW","2019-06-19T06:16:18.000Z","","2020-01-07T19:26:44.000Z","","Copy of Copy of Copy of Hanet-GC - Proje","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order_2__c","2020-01-07T19:26:44.000Z"
"0050b000004KSRBAA4","2019-06-19T19:32:29.000Z","","Brown_PE_report","Public Reports","Tabular","00O0b000005yN0ZEAU","false","0050b000004KSRBAA4","2019-06-20T16:04:44.000Z","","2022-01-30T21:22:00.000Z","","Brown PE report","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order_2__c","2022-01-30T21:22:00.000Z"
"0050b000004KRjvAAG","2019-06-19T21:20:19.000Z","","South_Team","Public Reports","Tabular","00O0b000005yN1XEAU","false","0050b000004KRjvAAG","2019-06-19T21:20:43.000Z","","2021-08-20T10:32:50.000Z","","South Team","","00D0b000000GaMpEAK","Project_to_Task_to_Work_Order_2__c","2021-08-20T10:32:50.000Z"
"0050b000004KTsmAAG","2019-06-19T22:23:30.000Z","Zero dollar orders for invoiceable (I) excluding ""No Charge"" and other concession orders.","Zero_Dollar_Orders_v2","Public Reports","Tabular","00O0b000005yN1wEAE","false","0050b000004KTsmAAG","2019-06-19T22:23:30.000Z","","2021-03-10T05:07:59.000Z","","Zero Dollar Orders v2","","00D0b000000GaMpEAK","OrderList@Account.tz__DST_Setting__c","2021-03-10T05:07:59.000Z"
"0050b000005CdLfAAK","2019-06-20T13:27:12.000Z","Zero dollar orders for invoiceable (I) excluding ""No Charge"" and other concession orders.","Copy_of_Zero_Dollar_Orders_JA_qDm","Public Reports","Tabular","00O0b000005yN8dEAE","false","0050b000005CdLfAAK","2019-06-20T13:27:12.000Z","","2019-06-21T20:59:13.000Z","","Copy of Zero Dollar Orders JA","","00D0b000000GaMpEAK","OrderList@Account.tz__DST_Setting__c","2019-06-21T20:59:13.000Z"
"0050b000004KSRBAA4","2019-06-20T16:06:20.000Z","","VxRail_Brown_Region","Public Reports","Tabular","00O0b000005yN9lEAE","false","0050b000004KSRBAA4","2019-09-26T18:51:11.000Z","","2021-03-25T15:07:17.000Z","","VxRail - Brown Region","","00D0b000000GaMpEAK","Project_Skills__c","2021-03-25T15:07:17.000Z"
"0050b000004KPHlAAO","2019-06-24T01:30:27.000Z","All US and CA projects with the Solution_VxRail skills on the PM Activities WO/Task.","LATAM_VxRail_Projects","Public Reports","Tabular","00O0b000005yNdvEAE","false","0050b000004KPHlAAO","2019-08-05T14:16:28.000Z","","2020-10-19T17:47:40.000Z","","LATAM - VxRail Projects","","00D0b000000GaMpEAK","Project_Skills__c","2020-10-19T17:47:40.000Z"
